gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
658385702	aae308f4-9f9c-4cdd-b4ef-c026f48be551	426e0808-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	230966		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.803Z		GEODETIC_DATUM_ASSUMED_WGS84
658384604	aae308f4-9f9c-4cdd-b4ef-c026f48be551	4260d644-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219609		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.404Z		GEODETIC_DATUM_ASSUMED_WGS84
658383971	aae308f4-9f9c-4cdd-b4ef-c026f48be551	425759bf-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	231050		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:36.601Z		GEODETIC_DATUM_ASSUMED_WGS84
658381270	aae308f4-9f9c-4cdd-b4ef-c026f48be551	423011dc-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Andrena			GENUS	Andrena Fabricius, 1775	Andrena (Andrena)		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83							1988-07-01T00:00:00	1	7	1988	1345710		PRESERVED_SPECIMEN	KU	SEMC	295364		LaBerge, Walley		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.473Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
658379522	aae308f4-9f9c-4cdd-b4ef-c026f48be551	4218fa4c-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	230984		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.723Z		GEODETIC_DATUM_ASSUMED_WGS84
658378322	aae308f4-9f9c-4cdd-b4ef-c026f48be551	42052ea2-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	231037		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.240Z		GEODETIC_DATUM_ASSUMED_WGS84
658377887	aae308f4-9f9c-4cdd-b4ef-c026f48be551	41ff11c8-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	230967		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:33.973Z		GEODETIC_DATUM_ASSUMED_WGS84
658377009	aae308f4-9f9c-4cdd-b4ef-c026f48be551	41f4a86d-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	230971		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:36.500Z		GEODETIC_DATUM_ASSUMED_WGS84
658375255	aae308f4-9f9c-4cdd-b4ef-c026f48be551	41d9a666-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219452		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.135Z		GEODETIC_DATUM_ASSUMED_WGS84
658374826	aae308f4-9f9c-4cdd-b4ef-c026f48be551	41d314c2-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219568		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:36.472Z		GEODETIC_DATUM_ASSUMED_WGS84
658372652	aae308f4-9f9c-4cdd-b4ef-c026f48be551	41ba50a9-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219627		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.422Z		GEODETIC_DATUM_ASSUMED_WGS84
658372036	aae308f4-9f9c-4cdd-b4ef-c026f48be551	41adce51-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219463		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.176Z		GEODETIC_DATUM_ASSUMED_WGS84
658367074	aae308f4-9f9c-4cdd-b4ef-c026f48be551	4166aad6-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219555		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.034Z		GEODETIC_DATUM_ASSUMED_WGS84
658365553	aae308f4-9f9c-4cdd-b4ef-c026f48be551	41523879-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219520		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.520Z		GEODETIC_DATUM_ASSUMED_WGS84
658362539	aae308f4-9f9c-4cdd-b4ef-c026f48be551	412ad317-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	230937		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.325Z		GEODETIC_DATUM_ASSUMED_WGS84
658359477	aae308f4-9f9c-4cdd-b4ef-c026f48be551	41022bf7-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219587		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.011Z		GEODETIC_DATUM_ASSUMED_WGS84
658357191	aae308f4-9f9c-4cdd-b4ef-c026f48be551	40e2c6ac-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	231034		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.042Z		GEODETIC_DATUM_ASSUMED_WGS84
658356661	aae308f4-9f9c-4cdd-b4ef-c026f48be551	40d959eb-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219466		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:34.927Z		GEODETIC_DATUM_ASSUMED_WGS84
658355925	aae308f4-9f9c-4cdd-b4ef-c026f48be551	40d00375-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219414		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:36.654Z		GEODETIC_DATUM_ASSUMED_WGS84
658355550	aae308f4-9f9c-4cdd-b4ef-c026f48be551	40cb4265-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219480		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:34.912Z		GEODETIC_DATUM_ASSUMED_WGS84
658354975	aae308f4-9f9c-4cdd-b4ef-c026f48be551	40be7465-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219644		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.242Z		GEODETIC_DATUM_ASSUMED_WGS84
658354829	aae308f4-9f9c-4cdd-b4ef-c026f48be551	40bc0fd0-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	231025		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:36.640Z		GEODETIC_DATUM_ASSUMED_WGS84
658353824	aae308f4-9f9c-4cdd-b4ef-c026f48be551	40b3c136-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219472		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:36.212Z		GEODETIC_DATUM_ASSUMED_WGS84
658353498	aae308f4-9f9c-4cdd-b4ef-c026f48be551	40aeb9a8-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219424		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.033Z		GEODETIC_DATUM_ASSUMED_WGS84
658353126	aae308f4-9f9c-4cdd-b4ef-c026f48be551	40a5e1b4-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	230943		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:34.983Z		GEODETIC_DATUM_ASSUMED_WGS84
658350056	aae308f4-9f9c-4cdd-b4ef-c026f48be551	407e0c27-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219439		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:33.603Z		GEODETIC_DATUM_ASSUMED_WGS84
658349597	aae308f4-9f9c-4cdd-b4ef-c026f48be551	4079a16e-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219475		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.162Z		GEODETIC_DATUM_ASSUMED_WGS84
658349571	aae308f4-9f9c-4cdd-b4ef-c026f48be551	407913b9-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	230975		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:36.567Z		GEODETIC_DATUM_ASSUMED_WGS84
658347928	aae308f4-9f9c-4cdd-b4ef-c026f48be551	40625cb1-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Andrenidae	Perdita	Perdita nevadensis	nevadensis	SUBSPECIES	Perdita nevadensis nevadensis	Perdita (Pygoperdita) nevadensis nevadensis		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83			580.0	0.0			1988-07-01T00:00:00	1	7	1988	9185127	1356323	PRESERVED_SPECIMEN	KU	SEMC	219632		unknown		CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.326Z		GEODETIC_DATUM_ASSUMED_WGS84
